제품명,표준코드명
누코미트캡슐200밀리그램(아세틸시스테인),"""8806580002104"",""8806939000300"",""8806580002111"",""8806939000317"",""8806580002128"",""8806939000324"",""8806580002135"",""8806939000331"",""8806939000348"""
눈모아연질캡슐,"8806431000402"""""
"눈앤점안액0.5%(카르복시메틸셀룰로오스나트륨)(1회용), 눈앤점안액0.5%(카르복시메틸셀룰로오스나트륨)","""8806435002204"",""8806435002211"",""8806435002228"",""8806435002235"",""8806435002242"",""8806435063212"",""8806435063229"",""8806435063236"",""8806435063243"",""8806435063205"",""8806435070616"",""8806435070609"",""8806435002259"",""8806435002266"""
뉴넥스정,"""8806230067118"",""8806230067125"",""8806230067132"",""8806230067101"""
뉴락스에프정,"""8806448064206"",""8806448064213"",""8806448064220"",""8806448064237"""
뉴란스플러스정,"8806422000916"""""
뉴란타액(수출명:NewlantineSuspension),"""8806416003206"",""8806416003213"",""8806416003220"",""8806416003237"",""8806416003244"",""8806416003251"",""8806416003268"",""8806416003275"""
뉴로셀텍정,"""8806428027405"",""8806428027412"""
뉴로친연질캡슐,"8806486001010"""""
뉴먼트에이스연질캡슐,"""8806449135806"",""8806449135813"""
뉴모나정(덱스판테놀),"""8806481045903"",""8806481045910"""
뉴믹스탈삼중정,"8800536005225"""""
뉴베인액(트록세루틴),"""8806718070517"",""8806718070500"",""8806718070524"",""8806718070531"",""8806718070548"""
뉴브이로토이엑스점안액,"8806419002411"""""
뉴비낙플라스타(펠비낙),"""8806798012001"",""8806798012018"",""8806798012025"",""8806798012032"",""8806798012049"",""8806798012056"",""8806798012063"""
뉴셀디정,"""8800732003803"",""8800732003810"""
뉴스피린장용정100밀리그램(아스피린),"""8806786008115"",""8806786008122"",""8806786008108"""
뉴에르도테캡슐(에르도스테인),"""8800536003016"",""8800536003023"",""8800536003009"",""8800536003030"""
뉴유스킨에이크림,"""8806419002602"",""8806419002619"",""8806419002626"""
뉴이라쎈액,"8806985021311"""""
뉴젠비싸이모정,"8806506003604"""""
뉴코딜정,"""8806699073705"",""8806699073712"""
뉴콘틴연질캡슐,"8806638029404"""""
뉴클로정(클로닉신리시네이트),"""8806458014918"",""8806458014901"""
뉴트리-비골드정,"""8806703039703"",""8806703039727"",""8806703039734"""
뉴트리-비프리미엄정,"""8806703036108"",""8806703036115"""
뉴트리액티브정,"8806472056918"""""
뉴펜겔(케토프로펜),"""8806473000408"",""8806473000415"",""8806473000422"""
뉴펜스탑카타플라스마(펠비낙),"""8806798001104"",""8806798001111"",""8806798012919"",""8806798012902"",""8806798020310"",""8806798020303"",""8806798012926"",""8806798012933"""
뉴흑과립(약용탄),"""8806756000606"",""8806756000613"",""8806756000651"",""8806756000644"",""8806756000637"",""8806756000620"""
뉴흑산(약용탄),"""8806756000507"",""8806756000538"",""8806756000521"",""8806756000514"""
니라마이드산,"""8806574000208"",""8806574000215"",""8806574000222"",""8806574000239"""
니자드정(니자티딘),"""8806289001804"",""8806289001811"",""8806289001828"""
니자티드정(니자티딘),"""8806530002109"",""8806530002116"",""8806530002123"",""8806530002130"""
니조랄2%액(케토코나졸),"""8806706083505"",""8806723001605"",""8806706083512"",""8806723001612"",""8806706091913"",""8806706091906"""
니코레트껌2밀리그람(니코틴)(쿨민트향),"""8806723000103"",""8806723000110"",""8806723000127"",""8806723000134"",""8806723000141"",""8806723000158"",""8806723000165"",""8806723000172"""
니코레트껌4밀리그람(니코틴)(쿨민트향),"""8806723000202"",""8806723000219"",""8806723000226"",""8806723000233"",""8806723000240"""
니코레트인비지패취(니코틴),"""8806723001209"",""8806723001223"",""8806723001216"",""8806723001322"",""8806723001315"",""8806723001421"",""8806723001414"",""8806723001308"",""8806723001407"""
니코스탑-10패취(니코틴),"""8806227002009"",""8806401000302"",""8806227002023"",""8806401000319"",""8806227002030"",""8806401000326"",""8806227002016"",""8806401000333"",""8806227002047"",""8806227002054"",""8806227009015"",""8806227009008"",""8806227009022"",""8806227009039"""
니코스탑-20패취(니코틴),"""8806227001408"",""8806401000401"",""8806227001415"",""8806401000418"",""8806227001422"",""8806401000425"",""8806227001439"",""8806401000432"",""8806227001446"",""8806227001453"",""8806227009114"",""8806227009107"",""8806227009121"",""8806227009138"""
니코스탑-30패취(니코틴),"""8806227002108"",""8806401000500"",""8806227002115"",""8806401000517"",""8806227002122"",""8806401000524"",""8806227002139"",""8806401000531"",""8806227002146"",""8806227002153"",""8806227009213"",""8806227009206"",""8806227009220"",""8806227009237"""
니코에이껌(니코틴폴라크릴렉스),"""8806538050706"",""8806538050713"""
니코에이패취(니코틴),"""8806538050300"",""8806538050317"",""8806538050324"",""8806538050409"",""8806538050416"",""8806538050423"",""8806538050508"",""8806538050515"",""8806538050522"""
니코틴엘TTS10(니코틴),"""8800516002206"",""8806536001106"",""8800516002220"",""8806536001113"",""8800516002213"",""8806536001120"""
니코틴엘TTS20(니코틴),"""8800516002008"",""8806536001205"",""8800516002022"",""8806536001212"",""8800516002015"",""8806536001229"""
니코틴엘TTS30(니코틴),"""8800516002107"",""8806536001304"",""8800516002121"",""8806536001311"",""8800516002114"",""8806536001328"""
니코틴엘껌2밀리그램(니코틴),"""8800516001902"",""8806536000703"",""8800516001926"",""8806536000710"",""8800516001940"",""8806536000727"",""8800516001919"",""8806536000734"",""8800516001933"",""8806536000741"""
니코틴엘로젠즈민트향트로키1밀리그램(니코틴타르타르산염수화물),"""8800516001803"",""8806536000901"",""8800516001810"",""8806536000918"""
니코프리패취(니코틴),"""8806416046807"",""8806416046906"",""8806416047002"",""8806416047019"",""8806416047026"",""8806416046913"",""8806416046920"",""8806416046814"",""8806416046821"""
니타딘정(니자티딘),"""8806625005404"",""8806625005411"",""8806625005428"""
니트나졸크림(케토코나졸),"""8806567005906"",""8806567005913"",""8806567005920"",""8806567005937"",""8806567005944"""
다나센연질캡슐(나프록센),"""8806452084405"",""8806452084412"""
다나큐아크림,"""8806418066100"",""8806418066117"""
다나펜카타플라스마(플루르비프로펜),"""8806606002903"",""8806654000203"",""8806876001705"",""8806606002910"",""8806654000210"",""8806876001712"",""8806606002927"",""8806876001729"""
다나프록센정(나프록센나트륨)(수출용),"""8806472006302"",""8806472006319"""
다나핀크림(부테나핀염산염),"""8806543000802"",""8806543000819"",""8806543000826"",""8806543000833"",""8806543000840"",""8806543000857"",""8806543000864"",""8806543000871"",""8806543000888"""
다리아정,"""8806230049107"",""8806230049114"",""8806230049121"""
다모판텐정100밀리그램(덱스판테놀),"""8806415026800"",""8806415026824"",""8806415026817"",""8806415026831"""
다보타민큐정,"8806421001419"""""
다비어정,"""8806486032700"",""8806486032717"",""8806486032724"",""8806486032731"""
다비움정,"8806441013119"""""
다산알벤다졸정400밀리그램,"8806786017919"""""""
다아펜정,"""8806575001501"",""8806575001518"",""8806575001525"",""8806575001532"",""8806575001549"""
다우제큐정,"8806575001815"""""
다이락스-큐정,"""8806446021201"",""8806446021218"",""8806446021225"",""8806446021232"",""8806446021249"""
다이락스쎈정,"""8806446044101"",""8806446044118"""
다이야펜정400밀리그램(이부프로펜),"""8806575001907"",""8806575001914"",""8806575001921"",""8806575001938"",""8806575001945"",""8806575001952"",""8806575001969"",""8806575001976"",""8806575001983"""
다이오친에프정,"8806457001117"""""""
다이제스칸정,"""8800527010009"",""8806288017400"",""8806891023201"",""8806288017424"",""8806891023218"",""8800527010016"",""8806288017417"",""8800527010023"""
다이제스토정,"""8806845003501"",""8806845003518"",""8806845003525"",""8806845003532"""
다이제스트정,"""8806228003302"",""8806448001508"",""8806228003319"",""8806228003326"",""8806228003333"",""8806228003340"""
다이제틴정,"8806560019115"""""
다이톱현탁액(디옥타헤드랄스멕타이트),"""8806457001209"",""8806457001216"",""8806457001223"",""8806457001230"",""8806457001247"""
다이투스정(암브록솔염산염),"""8806698007206"",""8806698007213"",""8806698007220"",""8806698007237"""
다제스캡슐,"8806453001616"""""
다졸정(알벤다졸),"""8806744021309"",""8806744021316"",""8806744021323"",""8806744021330"""
다펜-큐연질캡슐(이부프로펜),"""8806446030500"",""8806446030517"""
다펜캡슐(이부프로펜)(수출용),"""8806446001708"",""8806446001715"""
닥스펜시럽(덱시부프로펜),"""8806431032007"",""8806431032014"""
닥스펜정(덱시부프로펜),"""8806431000808"",""8806431000815"",""8806431000822"",""8806431000839"",""8806431000846"",""8806431000853"""
닥터베아제정,"""8806416004005"",""8806416004012"",""8806416004029"",""8806416004036"",""8806416004043"",""8806416004050"",""8806416004067"""
단아팬에프카타플라스마(인도메타신),"""8806606000404"",""8806606000411"",""8806606000428"""
단자민정(디펜히드라민염산염),"""8806428018304"",""8806428018311"",""8806428018328"""
"대우로라타딘정(수출명:로미딘정,라틴정,필미딘정)","""8806496001604"",""8806496001611"",""8806496001628"",""8806496001635"",""8806496001642"",""8806496001659"",""8806496001666"""
대웅바이오아스피린장용정100밀리그램,"8806940018110"""""
대웅바이오알마게이트정500밀리그램,"8806940027815"""""
"대웅알벤다졸정(수출명: Medalben Tab, Daezole)","""8806416007808"",""8806416007815"",""8806416007822"",""8806416007839"""
대웅우루사연질캡슐,"""8806416008409"",""8806416008416"",""8806416008423"",""8806416008430"",""8806416008447"",""8806416008454"",""8806416008461"",""8806416008478"",""8806416008485"",""8806416008492"",""8806416026915"",""8806416026922"",""8806416026939"",""8806416026946"",""8806416026953"",""8806416026960"",""8806416026977"",""8806416026984"",""8806416026991"""
대웅이부펜시럽(이부프로펜)(수출명:SOTSTOPsyrup),"""8806416008508"",""8806416008515"""
대원알마게이트정,"8806718006011"""""
대한관류용멸균생리식염수,"8806451003414"""""
대한관류용멸균증류수,"8806451003612"""""
대한염화나트륨액,"8806451037211"""""
대화산화마그네슘정,"""8806456048205"",""8806456048212"""
대화아시클로버크림,"""8806456003303"",""8806456003310"",""8806456003327"",""8806456003334"",""8806456003341"",""8806456003358"""
"대화이부프로펜정400밀리그램(수출명:UPRO400,IBUFEN)","""8806456004201"",""8806456004218"",""8806456004225"",""8806456004232"",""8806456004249"",""8806456004256"",""8806456004263"",""8806456004270"",""8806456004287"",""8806456004294"",""8806456047512"""
댄스탑외용액(케토코나졸),"""8806717009808"",""8806717009815"",""8806717009822"",""8806717009839"""
더가드코와정장정,"8806470003600"""""
더게인디정,"8806431055518"""""""
더게인정,"""8806431050704"",""8806431050711"""
더마굿크림,"8806698052206"""""""
더마베타신크림,"8806470007219"""""""
더마세이프멸균거즈(클로르헥시딘아세트산염),"""8806574014700"",""8806574014717"",""8806574014724"",""8806574014816"",""8806574014823"",""8806574014809"",""8806574014731"",""8806574014830"""
더마스킨연고,"""8806942050101"",""8806942050118"""
더마스탑크림,"""8806966018613"",""8806966018606"""
더마스톤지크림,"""8806473001009"",""8806473001016"""
더마쎄지크림,"""8806473001108"",""8806473001115"""
더마칸크림(리도카인),"""8806698049404"",""8806698049411"",""8806698049428"",""8806698049435"""
더마큐어로션2.5%(히드로코르티손),"""8806473032300"",""8806473032317"",""8806473032331"",""8806473032324"""
더마큐연고,"8806429000810"""""
더마크린에취씨로션1%(히드로코르티손),"""8806428002709"",""8806428002716"",""8806428002723"""
더마화이트정,"""8806420022705"",""8806420022712"",""8806420022729"""
더모메디큐액,"""8800521001317"",""8806422046006"",""8800521001300"",""8806422046013"""
더모백겔,"""8806470003006"",""8806573002609"",""8806470003013"",""8806573002616"",""8806470003020"",""8806573002623"",""8806470003037"""
더모케어로오숀2.5%(히드로코르티손),"""8806589001108"",""8806589001115"",""8806589001122"""
더모픽스크림(세르타코나졸질산염),"""8806422001302"",""8806422001319"",""8806422001326"",""8806422001333"""
더블락캡슐,"8806417043218"""""
더블비정,"""8806613067308"",""8806613067315"""
더블아크네크림,"8806470007516"""""""
더블액티브정,"""8806472051005"",""8806472051012"""
더블엑스투카타플라스마,"""8806890003822"",""8806890003808"",""8806890003815"""
더블유녹스정(글루타티온(환원형)),"""8806288013600"",""8806288013617"",""8806288013624"",""8806288013631"",""8806288013655"",""8806288013648"",""8806288013662"",""8806288013679"",""8806288013686"",""8806288013693"""
더블자임정,"8806447044711"""""""
더생우쿵카오경고제,"8806876001606"""""
더아이즈점안액(카르복시메틸셀룰로오스나트륨)(1회용),"""8806703048507"",""8806703048521"",""8806703048538"",""8806703048514"""
더이렌스연고(구아야줄렌),"""8806744005002"",""8806744005019"",""8806744005026"""
더존오팔레센스10%(카바마이드퍼옥사이드),"""8806893000200"",""8806893000231"",""8806893000224"",""8806893000217"",""8806893000248"""
"더존오팔레센스에프15%(레귤라,메론)","""8806893000309"",""8806893000330"",""8806893000323"",""8806893000316"",""8806893000347"""
더카인크림(리도카인),"""8806573058507"",""8806573058514"""
더판디탈정,"8806538063119"""""""
데나실크림(테르비나핀염산염),"""8806545001005"",""8806985006202"",""8806545001012"",""8806985006219"",""8806545001029"",""8806985006226"",""8806545001036"",""8806985006233"""
데마코트에스크림,"""8806456005208"",""8806456005215"",""8806456005222"""
